"","partido_sigla","partido","partido_id","coligacao_id","uf"
"1410","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,200000050742,"RN"
"1411","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,200000050285,"RN"
"1412","PSL","PARTIDO SOCIAL LIBERAL",17,200000050024,"RN"
"1413","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,200000050307,"RN"
"1414","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,220000050191,"RO"
"1415","DC","DEMOCRACIA CRISTÃ",27,220000050296,"RO"
"1416","PR","PARTIDO DA REPÚBLICA",22,220000050320,"RO"
"1417","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,220000050483,"RO"
"1418","PT","PARTIDO DOS TRABALHADORES",13,220000050591,"RO"
"1419","DEM","DEMOCRATAS",25,220000050253,"RO"
"1420","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,220000050479,"RO"
"1421","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,220000050253,"RO"
"1422","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,220000050253,"RO"
"1423","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,220000050662,"RO"
"1424","PV","PARTIDO VERDE",43,220000050482,"RO"
"1425","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,220000050575,"RO"
"1426","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,220000050482,"RO"
"1427","PMB","PARTIDO DA MULHER BRASILEIRA",35,220000050546,"RO"
"1428","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,220000050415,"RO"
"1429","DEM","DEMOCRATAS",25,220000050260,"RO"
"1430","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,220000050190,"RO"
"1431","PSL","PARTIDO SOCIAL LIBERAL",17,220000050702,"RO"
"1432","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,220000050192,"RO"
"1433","PTC","PARTIDO TRABALHISTA CRISTÃO",36,220000050587,"RO"
"1434","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,220000050192,"RO"
"1435","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,220000050191,"RO"
"1436","PODE","PODEMOS",19,220000050693,"RO"
"1437","PC do B","PARTIDO COMUNISTA DO BRASIL",65,220000050190,"RO"
"1438","PV","PARTIDO VERDE",43,220000050483,"RO"
"1439","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,220000050320,"RO"
"1440","PP","PROGRESSISTAS",11,220000050296,"RO"
"1441","PSC","PARTIDO SOCIAL CRISTÃO",20,220000050190,"RO"
"1442","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,220000050260,"RO"
"1443","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,220000050762,"RO"
"1444","NOVO","PARTIDO NOVO",30,220000050014,"RO"
"1445","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,220000050733,"RO"
"1446","PP","PROGRESSISTAS",11,220000050320,"RO"
"1447","DC","DEMOCRACIA CRISTÃ",27,220000050587,"RO"
"1448","PATRIOTA","PATRIOTA",51,220000050662,"RO"
"1449","REDE","REDE SUSTENTABILIDADE",18,220000050763,"RO"
"1450","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,220000050526,"RO"
"1451","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,220000050191,"RO"
"1452","REDE","REDE SUSTENTABILIDADE",18,220000050764,"RO"
"1453","PP","PROGRESSISTAS",11,220000050134,"RO"
"1454","PPS","PARTIDO POPULAR SOCIALISTA",23,220000050763,"RO"
"1455","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,220000050296,"RO"
"1456","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,220000050591,"RO"
"1457","REDE","REDE SUSTENTABILIDADE",18,220000050762,"RO"
"1458","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,220000050134,"RO"
"1459","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,220000050764,"RO"
"1460","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,220000050296,"RO"
"1461","SOLIDARIEDADE","SOLIDARIEDADE",77,220000050320,"RO"
"1462","PPS","PARTIDO POPULAR SOCIALISTA",23,220000050764,"RO"
"1463","PPS","PARTIDO POPULAR SOCIALISTA",23,220000050762,"RO"
"1464","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,220000050296,"RO"
"1465","DC","DEMOCRACIA CRISTÃ",27,220000050134,"RO"
"1466","PATRIOTA","PATRIOTA",51,220000050260,"RO"
"1467","PSC","PARTIDO SOCIAL CRISTÃO",20,220000050191,"RO"
"1468","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,220000050260,"RO"
"1469","PTC","PARTIDO TRABALHISTA CRISTÃO",36,220000050134,"RO"
"1470","PC do B","PARTIDO COMUNISTA DO BRASIL",65,220000050191,"RO"
"1471","PR","PARTIDO DA REPÚBLICA",22,220000050296,"RO"
"1472","SOLIDARIEDADE","SOLIDARIEDADE",77,220000050296,"RO"
"1473","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,220000050260,"RO"
"1474","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,220000050134,"RO"
"1475","PODE","PODEMOS",19,220000050482,"RO"
"1476","PTC","PARTIDO TRABALHISTA CRISTÃO",36,220000050296,"RO"
"1477","DEM","DEMOCRATAS",25,230000050050,"RR"
"1478","PTC","PARTIDO TRABALHISTA CRISTÃO",36,230000050060,"RR"
"1479","PSC","PARTIDO SOCIAL CRISTÃO",20,230000050090,"RR"
"1480","DC","DEMOCRACIA CRISTÃ",27,230000050066,"RR"
"1481","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,230000050425,"RR"
"1482","PT","PARTIDO DOS TRABALHADORES",13,230000050429,"RR"
"1483","PR","PARTIDO DA REPÚBLICA",22,230000050219,"RR"
"1484","SOLIDARIEDADE","SOLIDARIEDADE",77,230000050068,"RR"
"1485","PPS","PARTIDO POPULAR SOCIALISTA",23,230000050154,"RR"
"1486","PMB","PARTIDO DA MULHER BRASILEIRA",35,230000050595,"RR"
"1487","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,230000050174,"RR"
"1488","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,230000050381,"RR"
"1489","PV","PARTIDO VERDE",43,230000050242,"RR"
"1490","PODE","PODEMOS",19,230000050707,"RR"
"1491","PPL","PARTIDO PÁTRIA LIVRE",54,230000050151,"RR"
"1492","PC do B","PARTIDO COMUNISTA DO BRASIL",65,230000050381,"RR"
"1493","PC do B","PARTIDO COMUNISTA DO BRASIL",65,230000050380,"RR"
"1494","AVANTE","AVANTE",70,230000050064,"RR"
"1495","PR","PARTIDO DA REPÚBLICA",22,230000050217,"RR"
"1496","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,230000050154,"RR"
"1497","PR","PARTIDO DA REPÚBLICA",22,230000050380,"RR"
"1498","PATRIOTA","PATRIOTA",51,230000050151,"RR"
"1499","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,230000050090,"RR"
"1500","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,230000050376,"RR"
"1501","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,230000050059,"RR"
"1502","DC","DEMOCRACIA CRISTÃ",27,230000050068,"RR"
"1503","PSL","PARTIDO SOCIAL LIBERAL",17,230000050316,"RR"
"1504","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,230000050219,"RR"
"1505","PSL","PARTIDO SOCIAL LIBERAL",17,230000050244,"RR"
"1506","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,230000050066,"RR"
"1507","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,230000050217,"RR"
"1508","REDE","REDE SUSTENTABILIDADE",18,230000050425,"RR"
"1509","PCB","PARTIDO COMUNISTA BRASILEIRO",21,230000050376,"RR"
"1510","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,230000050426,"RR"
"1511","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,230000050037,"RR"
"1512","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,230000050161,"RR"
"1513","PPS","PARTIDO POPULAR SOCIALISTA",23,230000050132,"RR"
"1514","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,230000050151,"RR"
"1515","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,230000050050,"RR"
"1516","AVANTE","AVANTE",70,230000050093,"RR"
"1517","PMB","PARTIDO DA MULHER BRASILEIRA",35,230000050132,"RR"
"1518","REDE","REDE SUSTENTABILIDADE",18,230000050429,"RR"
"1519","PODE","PODEMOS",19,230000050767,"RR"
"1520","DEM","DEMOCRATAS",25,230000050154,"RR"
"1521","PODE","PODEMOS",19,230000050381,"RR"
"1522","SOLIDARIEDADE","SOLIDARIEDADE",77,230000050066,"RR"
"1523","DEM","DEMOCRATAS",25,230000050132,"RR"
"1524","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,230000050381,"RR"
"1525","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,230000050316,"RR"
"1526","REDE","REDE SUSTENTABILIDADE",18,230000050426,"RR"
"1527","PC do B","PARTIDO COMUNISTA DO BRASIL",65,230000050438,"RR"
"1528","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,230000050429,"RR"
"1529","PATRIOTA","PATRIOTA",51,230000050161,"RR"
"1530","PP","PROGRESSISTAS",11,230000050438,"RR"
"1531","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,230000050064,"RR"
"1532","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,230000050066,"RR"
"1533","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,230000050767,"RR"
"1534","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,230000050380,"RR"
"1535","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,230000050132,"RR"
"1536","PTC","PARTIDO TRABALHISTA CRISTÃO",36,230000050244,"RR"
"1537","PP","PROGRESSISTAS",11,230000050381,"RR"
"1538","PSL","PARTIDO SOCIAL LIBERAL",17,230000050174,"RR"
"1539","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,230000050093,"RR"
"1540","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,230000050244,"RR"
"1541","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,230000050438,"RR"
"1542","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,230000050376,"RR"
"1543","PV","PARTIDO VERDE",43,230000050425,"RR"
"1544","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,230000050093,"RR"
"1545","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,230000050050,"RR"
"1546","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,230000050707,"RR"
"1547","PP","PROGRESSISTAS",11,230000050380,"RR"
"1548","PSC","PARTIDO SOCIAL CRISTÃO",20,230000050174,"RR"
"1549","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,230000050380,"RR"
"1550","PV","PARTIDO VERDE",43,230000050426,"RR"
"1551","PATRIOTA","PATRIOTA",51,230000050047,"RR"
"1552","PTC","PARTIDO TRABALHISTA CRISTÃO",36,230000050174,"RR"
"1553","PPL","PARTIDO PÁTRIA LIVRE",54,230000050161,"RR"
"1554","PT","PARTIDO DOS TRABALHADORES",13,230000050425,"RR"
"1555","PCB","PARTIDO COMUNISTA BRASILEIRO",21,210000050000,"RS"
"1556","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,210000050033,"RS"
"1557","NOVO","PARTIDO NOVO",30,210000050077,"RS"
"1558","PCO","PARTIDO DA CAUSA OPERÁRIA",29,210000050634,"RS"
"1559","PP","PROGRESSISTAS",11,210000050140,"RS"
"1560","PSC","PARTIDO SOCIAL CRISTÃO",20,210000050460,"RS"
"1561","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,210000050135,"RS"
"1562","PSL","PARTIDO SOCIAL LIBERAL",17,210000050099,"RS"
"1563","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,210000050082,"RS"
"1564","REDE","REDE SUSTENTABILIDADE",18,210000050167,"RS"
"1565","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,210000050101,"RS"
"1566","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,210000050000,"RS"
"1567","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,210000050193,"RS"
"1568","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,210000050450,"RS"
"1569","PPL","PARTIDO PÁTRIA LIVRE",54,210000050108,"RS"
"1570","PT","PARTIDO DOS TRABALHADORES",13,210000050305,"RS"
"1571","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,210000050167,"RS"
"1572","PV","PARTIDO VERDE",43,210000050423,"RS"
"1573","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,210000050137,"RS"
"1574","PTC","PARTIDO TRABALHISTA CRISTÃO",36,210000050460,"RS"
"1575","PP","PROGRESSISTAS",11,210000050193,"RS"
"1576","DC","DEMOCRACIA CRISTÃ",27,210000050162,"RS"
"1577","REDE","REDE SUSTENTABILIDADE",18,210000050140,"RS"
"1578","AVANTE","AVANTE",70,210000050108,"RS"
"1579","PSL","PARTIDO SOCIAL LIBERAL",17,210000050101,"RS"
"1580","SOLIDARIEDADE","SOLIDARIEDADE",77,210000050136,"RS"
"1581","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,210000050441,"RS"
"1582","SOLIDARIEDADE","SOLIDARIEDADE",77,210000050170,"RS"
"1583","PR","PARTIDO DA REPÚBLICA",22,210000050324,"RS"
"1584","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,210000050594,"RS"
"1585","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,210000050266,"RS"
"1586","DEM","DEMOCRATAS",25,210000050099,"RS"
"1587","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,210000050155,"RS"
"1588","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,210000050460,"RS"
"1589","PPS","PARTIDO POPULAR SOCIALISTA",23,210000050292,"RS"
"1590","PC do B","PARTIDO COMUNISTA DO BRASIL",65,210000050247,"RS"
"1591","PMB","PARTIDO DA MULHER BRASILEIRA",35,210000050135,"RS"
"1592","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,210000050034,"RS"
"1593","PTC","PARTIDO TRABALHISTA CRISTÃO",36,210000050441,"RS"
"1594","PSC","PARTIDO SOCIAL CRISTÃO",20,210000050441,"RS"
"1595","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,210000050140,"RS"
"1596","PATRIOTA","PATRIOTA",51,210000050033,"RS"
"1597","PPS","PARTIDO POPULAR SOCIALISTA",23,210000050167,"RS"
"1598","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,210000050140,"RS"
"1599","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,210000050441,"RS"
"1600","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,210000050441,"RS"
"1601","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,210000050167,"RS"
"1602","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,210000050292,"RS"
"1603","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,210000050324,"RS"
"1604","PODE","PODEMOS",19,210000050423,"RS"
"1605","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,210000050140,"RS"
"1606","DEM","DEMOCRATAS",25,210000050101,"RS"
"1607","PV","PARTIDO VERDE",43,210000050136,"RS"
"1608","PPS","PARTIDO POPULAR SOCIALISTA",23,210000050594,"RS"
"1609","PT","PARTIDO DOS TRABALHADORES",13,210000050179,"RS"
"1610","PODE","PODEMOS",19,210000050108,"RS"
"1611","PATRIOTA","PATRIOTA",51,210000050324,"RS"
"1612","PP","PROGRESSISTAS",11,210000050594,"RS"
"1613","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,210000050185,"RS"
"1614","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,210000050594,"RS"
"1615","PODE","PODEMOS",19,210000050136,"RS"
"1616","PC do B","PARTIDO COMUNISTA DO BRASIL",65,210000050179,"RS"
"1617","PR","PARTIDO DA REPÚBLICA",22,210000050033,"RS"
"1618","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,210000050136,"RS"
"1619","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,210000050185,"RS"
"1620","PMB","PARTIDO DA MULHER BRASILEIRA",35,210000050137,"RS"
"1621","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,210000050460,"RS"
"1622","DEM","DEMOCRATAS",25,210000050102,"RS"
"1623","PSC","PARTIDO SOCIAL CRISTÃO",20,210000050185,"RS"
"1624","PR","PARTIDO DA REPÚBLICA",22,210000050185,"RS"
"1625","PPL","PARTIDO PÁTRIA LIVRE",54,210000050423,"RS"
"1626","SOLIDARIEDADE","SOLIDARIEDADE",77,210000050108,"RS"
"1627","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,210000050185,"RS"
"1628","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,210000050102,"RS"
"1629","PSL","PARTIDO SOCIAL LIBERAL",17,210000050102,"RS"
"1630","PV","PARTIDO VERDE",43,210000050135,"RS"
"1631","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,240000050654,"SC"
"1632","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,240000050265,"SC"
"1633","PP","PROGRESSISTAS",11,240000050743,"SC"
"1634","DEM","DEMOCRATAS",25,240000050745,"SC"
"1635","PSL","PARTIDO SOCIAL LIBERAL",17,240000050254,"SC"
"1636","PR","PARTIDO DA REPÚBLICA",22,240000050257,"SC"
"1637","PP","PROGRESSISTAS",11,240000050741,"SC"
"1638","PODE","PODEMOS",19,240000050603,"SC"
"1639","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,240000050252,"SC"
"1640","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,240000050741,"SC"
"1641","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,240000050054,"SC"
"1642","PC do B","PARTIDO COMUNISTA DO BRASIL",65,240000050603,"SC"
"1643","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,240000050251,"SC"
"1644","PT","PARTIDO DOS TRABALHADORES",13,240000050650,"SC"
"1645","PTC","PARTIDO TRABALHISTA CRISTÃO",36,240000050256,"SC"
"1646","PV","PARTIDO VERDE",43,240000050745,"SC"
"1647","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,240000050745,"SC"
"1648","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,240000050500,"SC"
"1649","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,240000050251,"SC"
"1650","REDE","REDE SUSTENTABILIDADE",18,240000050435,"SC"
"1651","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,240000050494,"SC"
"1652","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,240000050494,"SC"
"1653","PC do B","PARTIDO COMUNISTA DO BRASIL",65,240000050500,"SC"
"1654","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,240000050603,"SC"
"1655","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,240000050257,"SC"
"1656","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,240000050743,"SC"
"1657","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,240000050377,"SC"
"1658","PSC","PARTIDO SOCIAL CRISTÃO",20,240000050743,"SC"
"1659","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,240000050250,"SC"
"1660","PTC","PARTIDO TRABALHISTA CRISTÃO",36,240000050257,"SC"
"1661","PATRIOTA","PATRIOTA",51,240000050377,"SC"
"1662","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,240000050249,"SC"
"1663","PPS","PARTIDO POPULAR SOCIALISTA",23,240000050257,"SC"
"1664","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,240000050257,"SC"
"1665","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,240000050553,"SC"
"1666","PODE","PODEMOS",19,240000050654,"SC"
"1667","PCB","PARTIDO COMUNISTA BRASILEIRO",21,240000050054,"SC"
"1668","PPS","PARTIDO POPULAR SOCIALISTA",23,240000050252,"SC"
"1669","PP","PROGRESSISTAS",11,240000050553,"SC"
"1670","AVANTE","AVANTE",70,240000050257,"SC"
"1671","PR","PARTIDO DA REPÚBLICA",22,240000050249,"SC"
"1672","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,240000050258,"SC"
"1673","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,240000050500,"SC"
"1674","SOLIDARIEDADE","SOLIDARIEDADE",77,240000050494,"SC"
"1675","AVANTE","AVANTE",70,240000050258,"SC"
"1676","NOVO","PARTIDO NOVO",30,240000050013,"SC"
"1677","PCO","PARTIDO DA CAUSA OPERÁRIA",29,240000050454,"SC"
"1678","DC","DEMOCRACIA CRISTÃ",27,240000050257,"SC"
"1679","PSC","PARTIDO SOCIAL CRISTÃO",20,240000050500,"SC"
"1680","PPL","PARTIDO PÁTRIA LIVRE",54,240000050654,"SC"
"1681","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,240000050603,"SC"
"1682","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,240000050252,"SC"
"1683","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,240000050654,"SC"
"1684","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,240000050745,"SC"
"1685","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,240000050654,"SC"
"1686","DEM","DEMOCRATAS",25,240000050500,"SC"
"1687","PPL","PARTIDO PÁTRIA LIVRE",54,240000050745,"SC"
"1688","PV","PARTIDO VERDE",43,240000050741,"SC"
"1689","DC","DEMOCRACIA CRISTÃ",27,240000050252,"SC"
"1690","SOLIDARIEDADE","SOLIDARIEDADE",77,240000050500,"SC"
"1691","PR","PARTIDO DA REPÚBLICA",22,240000050250,"SC"
"1692","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,240000050249,"SC"
"1693","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,240000050500,"SC"
"1694","DEM","DEMOCRATAS",25,240000050553,"SC"
"1695","PSC","PARTIDO SOCIAL CRISTÃO",20,240000050553,"SC"
"1696","PT","PARTIDO DOS TRABALHADORES",13,260000050630,"SE"
"1697","PSL","PARTIDO SOCIAL LIBERAL",17,260000050658,"SE"
"1698","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,260000050540,"SE"
"1699","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,260000050540,"SE"
"1700","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,260000050566,"SE"
"1701","PPL","PARTIDO PÁTRIA LIVRE",54,260000050566,"SE"
"1702","REDE","REDE SUSTENTABILIDADE",18,260000050053,"SE"
"1703","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,260000050630,"SE"
"1704","PTC","PARTIDO TRABALHISTA CRISTÃO",36,260000050582,"SE"
"1705","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,260000050432,"SE"
"1706","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,260000050397,"SE"
"1707","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,260000050288,"SE"
"1708","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,260000050627,"SE"
"1709","PV","PARTIDO VERDE",43,260000050282,"SE"
"1710","PCB","PARTIDO COMUNISTA BRASILEIRO",21,260000050754,"SE"
"1711","DC","DEMOCRACIA CRISTÃ",27,260000050630,"SE"
"1712","PPS","PARTIDO POPULAR SOCIALISTA",23,260000050582,"SE"
"1713","PTC","PARTIDO TRABALHISTA CRISTÃO",36,260000050197,"SE"
"1714","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,260000050397,"SE"
"1715","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,260000050015,"SE"
"1716","PC do B","PARTIDO COMUNISTA DO BRASIL",65,260000050630,"SE"
"1717","DEM","DEMOCRATAS",25,260000050282,"SE"
"1718","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,260000050630,"SE"
"1719","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,260000050282,"SE"
"1720","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,260000050582,"SE"
"1721","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,260000050566,"SE"
"1722","PR","PARTIDO DA REPÚBLICA",22,260000050582,"SE"
"1723","PPS","PARTIDO POPULAR SOCIALISTA",23,260000050197,"SE"
"1724","SOLIDARIEDADE","SOLIDARIEDADE",77,260000050582,"SE"
"1725","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,260000050582,"SE"
"1726","PR","PARTIDO DA REPÚBLICA",22,260000050397,"SE"
"1727","AVANTE","AVANTE",70,260000050432,"SE"
"1728","PODE","PODEMOS",19,260000050432,"SE"
"1729","PSC","PARTIDO SOCIAL CRISTÃO",20,260000050397,"SE"
"1730","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,260000050559,"SE"
"1731","SOLIDARIEDADE","SOLIDARIEDADE",77,260000050197,"SE"
"1732","PMB","PARTIDO DA MULHER BRASILEIRA",35,260000050581,"SE"
"1733","PPL","PARTIDO PÁTRIA LIVRE",54,260000050559,"SE"
"1734","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,260000050391,"SE"
"1735","PSC","PARTIDO SOCIAL CRISTÃO",20,260000050582,"SE"
"1736","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,260000050559,"SE"
"1737","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,260000050559,"SE"
"1738","PATRIOTA","PATRIOTA",51,260000050432,"SE"
"1739","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,260000050630,"SE"
"1740","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,260000050559,"SE"
"1741","NOVO","PARTIDO NOVO",30,260000050016,"SE"
"1742","PPL","PARTIDO PÁTRIA LIVRE",54,260000050391,"SE"
"1743","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,260000050559,"SE"
"1744","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,260000050391,"SE"
"1745","PATRIOTA","PATRIOTA",51,260000050627,"SE"
"1746","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,260000050391,"SE"
"1747","PP","PROGRESSISTAS",11,260000050630,"SE"
"1748","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,260000050566,"SE"
"1749","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,250000050020,"SP"
"1750","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,250000050048,"SP"
"1751","PATRIOTA","PATRIOTA",51,250000050086,"SP"
"1752","PSL","PARTIDO SOCIAL LIBERAL",17,250000050356,"SP"
"1753","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,250000050480,"SP"
"1754","PV","PARTIDO VERDE",43,250000050304,"SP"
